Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
21.935261011123657	0	-248.06238	139.8965	192.51677	-730.40234	120.53453453453453	35.08269308237996	40138	40138
44.63307809829712	1	-203.5184	115.27334	153.44261	-575.14197	118.41420118343196	60.09213861870933	40024	80162
67.18424081802368	2	-174.5126	106.93093	186.14124	-593.03827	105.83597883597884	28.37838764654436	40006	120168
86.57711601257324	3	-153.71526	84.02519	179.18927	-413.93207	105.27894736842106	28.007632022781678	40006	160174
109.8523919582367	4	-144.09143	92.83277	196.557	-394.12326	110.36088154269973	40.096018519938575	40061	200235
133.05664682388306	5	-144.61292	87.20331	233.6466	-365.4959	114.64857142857143	64.09331978308134	40127	240362
151.9943060874939	6	-131.73558	95.6011	219.741	-390.61954	112.78309859154929	25.816923076913984	40038	280400
171.63557195663452	7	-114.43794	89.068184	179.2694	-341.7026	119.04747774480713	32.69031201400419	40119	320519
202.43575406074524	8	-92.67571	117.26559	238.76855	-492.04123	145.83636363636364	103.62101640749484	40105	360624
235.53322291374207	9	-71.37103	108.484566	222.89255	-292.8695	161.5766129032258	122.6751635147322	40071	400695
265.45725178718567	10	-58.46966	120.09784	206.55705	-321.02197	174.83982683982683	101.40619689546189	40388	441083
315.0924081802368	11	-71.00222	141.71143	219.08228	-448.0194	207.4663212435233	156.8772007642518	40041	481124
358.08744502067566	12	-67.692474	145.55197	212.33395	-427.02554	252.0188679245283	190.41422809326414	40071	521195
400.60967993736267	13	-72.95577	164.13474	249.35922	-476.50574	254.76875	179.647335837294	40763	561958
451.27017974853516	14	-68.5718	138.89046	208.70505	-388.12656	329.1532258064516	241.86493312733649	40815	602773
498.01800894737244	15	-15.955034	150.87303	218.42181	-383.32874	322.272	240.60036162898842	40284	643057
548.7259199619293	16	-15.274596	137.28612	196.24	-276.89447	357.3482142857143	255.74672563961138	40023	683080
602.463387966156	17	-3.908457	132.80872	224.21294	-306.1105	396.35643564356434	276.76256343296944	40032	723112
661.5578320026398	18	2.4519958	148.39397	220.27267	-447.30542	422.1875	294.1427626914353	40530	763642
715.0547819137573	19	9.336756	133.0502	210.44913	-322.98862	409.3265306122449	289.8091129505556	40114	803756
787.1111559867859	20	-2.819213	122.955505	199.81828	-271.7522	466.6744186046512	343.3284901319579	40134	843890
853.5448980331421	21	18.034172	139.65384	219.32777	-332.56827	467.1744186046512	339.02360457919633	40177	884067
910.4497969150543	22	49.524498	132.29724	237.51883	-300.1502	404.7070707070707	301.56967309028755	40066	924133
975.4270358085632	23	53.554398	135.53415	248.77513	-390.1277	430.40425531914894	313.2968587203197	40458	964591
1033.2210330963135	24	65.54133	128.53722	245.87968	-337.21576	389.4	294.06515636925803	40887	1005478
1089.4368567466736	25	79.70448	127.661026	242.3997	-319.3458	437.5869565217391	312.2356325992443	40258	1045736
1144.8611299991608	26	96.82041	118.85346	229.42947	-358.23868	367.4403669724771	276.75755067702505	40051	1085787
1198.7145919799805	27	76.29245	120.99095	253.29686	-246.43924	352.00877192982455	249.08265011782717	40129	1125916
1258.3421969413757	28	38.583824	134.73912	243.19325	-329.6964	422.7894736842105	328.1590402208514	40165	1166081
1323.6417858600616	29	40.131683	138.9089	232.06053	-385.97058	426.5744680851064	341.0538888398755	40098	1206179
1386.89963388443	30	41.215473	151.21036	234.05325	-619.5167	424.5052631578947	324.2779468517778	40328	1246507
1452.9600820541382	31	52.45786	135.19687	244.95218	-504.03766	436.2717391304348	334.5228952735415	40137	1286644
1518.4518530368805	32	28.295145	132.61794	210.81644	-348.54404	445.1666666666667	339.39410883383215	40065	1326709
1587.0078909397125	33	41.42054	119.34119	227.57321	-182.39719	491.9146341463415	358.0137686826158	40337	1367046
1640.0332419872284	34	66.724464	120.79352	228.08818	-250.91977	332.73553719008265	272.8403937701405	40261	1407307
1693.2547347545624	35	96.790794	123.402176	251.02686	-277.9345	356.60176991150445	294.2700445371762	40296	1447603
1743.7820720672607	36	80.30649	129.82672	234.3082	-538.0959	316.62204724409446	267.20374511537597	40211	1487814
1789.111475944519	37	120.732086	108.30457	237.83365	-328.63425	323.16129032258067	249.56663687980483	40072	1527886
1838.6201119422913	38	109.64003	113.415565	242.26056	-345.26917	303.8333333333333	252.79618592091458	40106	1567992
1880.4354808330536	39	124.365585	95.96239	247.66277	-91.76701	290.32608695652175	230.84144012479862	40065	1608057
1919.5153748989105	40	121.37058	94.47779	246.5101	-82.77387	275.9103448275862	209.93489687869263	40007	1648064
1956.840903043747	41	117.83488	100.678856	229.94354	-305.27393	273.23809523809524	212.7612866086429	40166	1688230
1998.2332558631897	42	115.322014	98.61045	237.35745	-187.1006	308.0229007633588	239.29219628050112	40351	1728581
2046.520656824112	43	95.417274	107.9335	263.2287	-285.02744	375.8785046728972	295.30002833425635	40219	1768800
2088.9319140911102	44	116.217026	105.96673	238.78973	-288.8751	334.65	252.4325536983427	40158	1808958
2126.245486974716	45	121.05287	92.009514	224.80272	-214.15553	288.8345323741007	204.38729624188755	40148	1849106
2168.7511780261993	46	102.50019	102.270325	240.48207	-301.07687	319.59055118110234	242.62096923775863	40588	1889694
2211.073877096176	47	95.21869	108.42626	225.87415	-268.83698	324.008064516129	224.0705352643967	40177	1929871
2252.544573068619	48	101.363464	104.686	236.22066	-274.35345	313.6640625	222.42808800485628	40149	1970020
2295.9744939804077	49	110.75303	88.017166	235.78136	-176.54733	322.8306451612903	242.57003384370998	40031	2010051
