10000,-247.1433146092867,-inf,67,0.804,0.001
20000,-219.48298859171157,-217.1321366376809,109,0.608,0.001
30000,-202.63839100846323,-202.63839100846323,122,0.41200000000000003,0.001
40000,-184.40704457784193,-184.40704457784193,133,0.21599999999999997,0.001
50000,-172.55149045445276,-172.38832468115032,143,0.02,0.001
60000,-149.4431646595286,-149.4431646595286,154,0.02,0.001
70000,-129.36237329726828,-128.74462417070276,166,0.02,0.001
80000,-102.62326688824831,-102.62326688824831,179,0.02,0.001
90000,-96.70273211627813,-95.14907969855027,191,0.02,0.001
100000,-84.65428789217329,-84.65428789217329,204,0.02,0.001
110000,-56.2126035139187,-55.60784090358705,222,0.02,0.001
120000,-27.681980754095644,-27.681980754095644,238,0.02,0.001
130000,-5.533030676365479,-5.533030676365479,255,0.02,0.001
140000,13.401923301144683,14.18090298438375,271,0.02,0.001
150000,12.503853823287598,14.18090298438375,283,0.02,0.001
160000,33.36283990593674,33.883417583979885,298,0.02,0.001
170000,40.431533626196334,40.431533626196334,313,0.02,0.001
180000,37.9145704767389,43.91612720325228,330,0.02,0.001
190000,39.588718384537536,43.91612720325228,352,0.02,0.001
200000,39.7402113379799,43.91612720325228,373,0.02,0.001
210000,54.48257760674359,56.77953241805107,394,0.02,0.001
220000,69.14636597617091,71.84605340738352,413,0.02,0.001
230000,94.03165547743049,96.74760301031829,440,0.02,0.001
240000,104.12572956112167,110.07905317843453,467,0.02,0.001
250000,104.53951860272424,111.18785312558235,483,0.02,0.001
260000,108.57819593563636,113.17127300176861,503,0.02,0.001
270000,106.19166227944173,113.17127300176861,522,0.02,0.001
280000,105.52707547350785,113.17127300176861,544,0.02,0.001
290000,120.51954975325431,120.84788081557747,572,0.02,0.001
300000,130.19821284501063,130.19821284501063,594,0.02,0.001
310000,127.53451175811114,134.29740615591834,611,0.02,0.001
320000,131.55912192990613,135.21550264497262,636,0.02,0.001
330000,125.87600739882281,135.21550264497262,663,0.02,0.001
340000,108.50747459444568,135.21550264497262,692,0.02,0.001
350000,126.21114528888761,135.21550264497262,723,0.02,0.001
360000,153.47858467108654,153.5330257871671,764,0.02,0.001
370000,181.97046046242744,181.97046046242744,804,0.02,0.001
380000,182.0857580954593,188.06569174142365,859,0.02,0.001
390000,164.4316783884538,188.06569174142365,911,0.02,0.001
400000,158.60433011898508,188.06569174142365,965,0.02,0.001
410000,154.69590420824775,188.06569174142365,1020,0.02,0.001
420000,118.5718038242579,188.06569174142365,1073,0.02,0.001
430000,93.75431559117877,188.06569174142365,1117,0.02,0.001
440000,74.64424923782894,188.06569174142365,1159,0.02,0.001
450000,41.03586487976136,188.06569174142365,1195,0.02,0.001
460000,25.570856321139754,188.06569174142365,1239,0.02,0.001
470000,31.336102476784486,188.06569174142365,1281,0.02,0.001
480000,47.66251270988506,188.06569174142365,1315,0.02,0.001
490000,52.34367875585257,188.06569174142365,1343,0.02,0.001
500000,46.417836373405606,188.06569174142365,1370,0.02,0.001
10000,-233.61966098456148,-inf,67,0.804,0.001
20000,-196.9727120962879,-196.9727120962879,108,0.608,0.001
30000,-180.47616721453994,-180.47616721453994,121,0.41200000000000003,0.001
40000,-165.43427829554446,-162.31444181222133,135,0.21599999999999997,0.001
50000,-156.68522251313928,-152.79538967076897,147,0.02,0.001
60000,-140.0209831803704,-140.0209831803704,162,0.02,0.001
70000,-119.27108374158416,-119.27108374158416,178,0.02,0.001
80000,-118.13149565541374,-116.36715244412983,193,0.02,0.001
90000,-78.19046106190152,-78.19046106190152,213,0.02,0.001
100000,-59.401023377634885,-59.401023377634885,228,0.02,0.001
110000,-30.68587289018304,-30.68587289018304,245,0.02,0.001
120000,1.2517655482855548,1.2517655482855548,263,0.02,0.001
130000,27.270176157207906,27.270176157207906,280,0.02,0.001
140000,35.01626543834908,36.07703984709981,294,0.02,0.001
150000,30.698007564494173,36.482367962342565,309,0.02,0.001
160000,32.121655394967604,36.482367962342565,322,0.02,0.001
170000,34.05458455820774,39.95197867478777,336,0.02,0.001
180000,27.82904383817333,39.95197867478777,351,0.02,0.001
190000,24.275138289697278,39.95197867478777,369,0.02,0.001
200000,42.49634545196019,42.49634545196019,392,0.02,0.001
210000,64.34679216784875,64.34679216784875,416,0.02,0.001
220000,77.62800533198065,78.03243972937213,440,0.02,0.001
230000,73.9456394438564,78.60304722898282,462,0.02,0.001
240000,73.73709645714688,81.46932587686791,497,0.02,0.001
250000,70.3620721853309,81.46932587686791,533,0.02,0.001
260000,99.97442748217631,103.86229735506402,579,0.02,0.001
270000,102.55907673801333,105.62571571853273,611,0.02,0.001
280000,55.55454809624232,105.9675118666234,644,0.02,0.001
290000,30.070106709207856,105.9675118666234,683,0.02,0.001
300000,4.711276894018474,105.9675118666234,735,0.02,0.001
310000,7.83568849491752,105.9675118666234,776,0.02,0.001
320000,28.37475253234452,105.9675118666234,806,0.02,0.001
330000,59.49528780138897,105.9675118666234,841,0.02,0.001
340000,73.22662784243197,105.9675118666234,875,0.02,0.001
350000,83.70209442063808,105.9675118666234,909,0.02,0.001
360000,102.43336230170968,105.9675118666234,943,0.02,0.001
370000,117.9158648722017,117.9158648722017,982,0.02,0.001
380000,149.14108791181482,149.14108791181482,1029,0.02,0.001
390000,162.5735432792723,163.23295961667077,1062,0.02,0.001
400000,147.04100016055338,163.23295961667077,1081,0.02,0.001
410000,149.50042860059352,163.23295961667077,1113,0.02,0.001
420000,149.51130804790373,163.23295961667077,1155,0.02,0.001
430000,173.60913590929948,173.60913590929948,1213,0.02,0.001
440000,183.9658456482974,193.7726327970862,1279,0.02,0.001
450000,188.97107192772827,193.7726327970862,1345,0.02,0.001
460000,192.47643709555476,196.78477798577697,1408,0.02,0.001
470000,193.8013021295468,196.78477798577697,1462,0.02,0.001
480000,195.38987603050688,197.09633649287426,1519,0.02,0.001
490000,197.5311361032252,200.60139780819583,1570,0.02,0.001
